sample_id,m_hot_kg_s,m_cold_kg_s,cp_hot_J_kgK,cp_cold_J_kgK,UA_W_K,T_hot_in_C,T_cold_in_C,Q_kW,T_hot_out_C,T_cold_out_C,effectiveness,NTU,LMTD_K,split
2558,0.255783,2.36131,1229.44,1999.92,389.58,162.617,5.66851,34.5506,52.7474,12.9848,0.700036,1.23885,88.6867,train
2559,0.596694,0.126659,1458.86,1002.15,6332.67,193.206,22.0989,21.7189,168.256,193.206,1,49.8905,3.42966,train
2560,0.0598639,3.5408,2022.22,2453.86,6278.14,182.904,29.3353,18.5908,29.3353,31.475,1,51.8605,2.96119,train
2561,0.738692,0.533842,1935.96,3099.59,6123.09,117.484,39.6267,94.9841,51.0654,97.0295,0.853081,4.28164,15.5124,train
2562,1.23584,3.10759,3955.46,1556.6,16603.3,297.353,27.6311,1014.44,89.8301,237.343,0.77751,3.43237,61.0983,train
2563,0.512394,1.34651,1785.46,1810.65,16443.9,91.1894,16.7468,68.1038,16.7474,44.6804,0.999992,17.9742,4.1416,train
2564,0.0812529,0.775199,3825.36,1630.2,3938.6,206.307,42.7722,50.8272,42.7809,82.9921,0.999947,12.6716,12.9049,train
2565,0.234735,3.51366,2059.33,1712.68,12262.6,161.443,23.3001,66.7779,23.3001,34.3969,1,25.3677,5.44564,train
2566,1.26243,1.04591,2659.66,3988.54,118.576,291.813,27.9577,30.3205,282.782,35.2259,0.0342246,0.0353155,255.705,train
2567,0.0849168,0.0982743,2012.23,2472.11,159.394,150.171,30.4592,10.5958,88.1605,74.0733,0.517997,0.932825,66.4757,test
2568,0.936197,0.730087,3008.2,2749.52,632.673,207.154,6.03649,100.143,171.595,55.9239,0.248051,0.315172,158.286,train
2569,0.405283,0.213895,1903.4,1617.26,1916.31,159.651,9.49724,50.5632,94.1051,155.666,0.973462,5.5397,26.3857,train
2570,0.364043,0.292386,1050.69,1274.65,5658.54,143.875,31.7455,39.6534,40.2053,138.143,0.94888,15.1829,7.00772,train
2571,0.418274,1.43695,1595.59,1565.8,703.722,175.829,23.523,61.9893,82.9464,51.0742,0.609842,1.05443,88.0878,train
2572,0.0714653,0.605009,2156.54,1354.73,2314.69,145.379,12.6008,20.4634,12.6014,37.5676,0.999996,15.019,8.84066,train
2573,0.196153,0.264619,3769.92,1951.36,3630.34,127.974,56.5968,35.4019,80.1003,125.157,0.960525,7.03058,9.75168,test
2574,0.135092,0.267867,2859.03,3191.3,438.983,189.554,50.4199,32.8869,104.406,88.8912,0.611987,1.13658,74.9162,train
2575,0.584628,0.19244,1124.42,3280.1,4858.68,216.482,18.0602,112.73,44.9942,196.65,0.900054,7.69727,23.2018,train
2576,0.0716948,0.520576,1502.93,3807.48,148.754,88.3855,5.81323,6.58277,27.2938,9.13436,0.739857,1.38052,44.2526,train
2577,2.18359,0.243009,3013.95,1123.29,1590.58,266.617,32.1896,63.7611,256.928,265.773,0.996402,5.82695,40.0868,train
2578,2.74532,0.540522,2196.63,1832.19,135.278,131.023,7.54987,15.4573,128.46,23.158,0.126409,0.136598,114.264,test
2579,3.49272,2.04581,2150.42,3092.45,265.327,203.601,48.6727,39.5776,198.331,54.9285,0.0403784,0.0419385,149.165,train
2580,0.0528363,0.170866,1770.19,2870.06,147.242,95.6633,45.0488,3.60203,57.1514,52.394,0.760886,1.57428,24.4632,train
2581,1.72156,3.44488,2203.27,1785.96,361.648,286.372,31.2527,85.6531,263.79,45.1746,0.0885136,0.0953446,236.841,test
2582,2.9836,1.86537,4197.78,3961.21,1268.8,168.576,57.7377,123.696,158.7,74.478,0.151033,0.171713,97.4901,train
2583,4.90973,1.77179,1574.84,2387.19,2803.46,257.788,40.1799,401.3,205.887,135.059,0.436009,0.662821,143.144,train
2584,2.49707,0.314307,2410.52,3456.31,236.567,215.323,45.2161,35.5749,209.413,77.9635,0.19251,0.217765,150.38,train
2585,0.155684,0.0699053,4007.54,3546.67,1128.8,286.884,43.72,57.8893,194.1,277.21,0.960213,4.55287,51.2841,train
2586,0.57479,1.78169,2906.78,1536.58,1047.99,261.247,34.2057,157.575,166.935,91.7631,0.415394,0.627244,150.359,test
2587,0.338736,0.656877,3952.23,4018.58,147.827,273.537,44.8829,31.1976,250.234,56.7015,0.101915,0.11042,211.041,train
2588,0.219807,1.96287,2166.57,1530.25,417.439,216.648,42.5374,46.8093,118.356,58.1214,0.564539,0.876557,112.134,train
2589,1.86996,0.106795,3397.37,4036.52,3523.39,297.286,17.717,120.462,278.324,297.158,0.999542,8.17338,34.1892,test
2590,1.53673,1.45657,2720.44,3306.63,188.502,121.049,58.3818,11.3355,118.337,60.7353,0.0432677,0.04509,60.1344,test
2591,2.0272,4.92013,2198,1074.99,2024.61,138.247,45.8784,131.79,108.67,70.7957,0.320206,0.454376,65.0939,train
2592,0.077193,0.977052,3836.38,2021.99,185.56,270.322,5.18459,35.5538,150.266,23.1811,0.452809,0.626594,191.602,train
2593,0.523879,0.103664,1726.72,2834.65,3311.98,180.038,57.3055,36.0531,140.182,179.997,0.999665,11.2709,10.8857,test
2594,0.213515,1.70595,2769.91,1669.02,207.844,260.426,53.3922,35.3098,200.723,65.7935,0.288375,0.351434,169.886,train
2595,0.0743479,0.145487,1471.64,3596.52,1150.88,113.105,23.7907,9.77024,23.808,42.4631,0.999807,10.5186,8.4894,train
2596,0.579334,2.98144,2051.81,1064.94,4036.93,224.476,47.5524,193.851,61.3954,108.607,0.921757,3.39613,48.0194,train
2597,0.367144,0.0512605,1392.56,2341.25,7670.2,89.2172,26.6789,7.50545,74.5371,89.2172,1,63.9111,0.97852,train
2598,0.18383,2.82707,1045.14,1019.36,13066.7,109.613,8.17151,19.4898,8.17151,14.9346,1,68.0104,1.49156,test
2599,4.41442,0.428459,3670.64,3900.26,2342.19,156.952,43.319,139.976,148.314,127.082,0.737132,1.40158,59.763,train
2600,1.81217,0.212455,2284.7,2366.99,13566,103.681,23.2595,40.4421,93.9127,103.681,1,26.9766,2.98114,train
2601,3.90828,2.59905,1962.36,1071.91,489.612,118.136,43.6235,32.549,113.892,55.3067,0.156797,0.175743,66.4791,train
2602,1.96589,2.33184,3860.16,1428.69,151.509,279.629,53.4203,33.185,275.256,63.3813,0.0440346,0.0454779,219.03,train
2603,0.0833834,0.0793846,2247.28,3562.93,5858.99,140.144,32.0152,20.2616,32.0162,103.651,0.999991,31.2669,3.4582,train
2604,0.0630844,0.0548434,2299.07,3468.36,2970.32,81.4078,15.2233,9.58139,15.3453,65.5943,0.998157,20.48,3.22571,train
2605,3.11004,0.10109,2924.96,2153.69,248.588,194.561,23.0033,25.2952,191.78,139.187,0.677228,1.1418,101.755,train
2606,0.655365,0.0685609,3644.27,1050.42,4680.9,144.548,27.2497,8.44755,141.011,144.548,1,64.9969,1.80468,train
2607,0.0504599,0.167774,3787.99,1598.91,4070.79,163.242,27.7612,25.8798,27.8467,124.235,0.999368,21.2973,6.35743,train
2608,0.110337,0.0738653,1024.86,1094.59,4722.36,161.124,25.9615,10.9283,64.4828,161.124,1,58.4071,2.31415,train
2609,1.09559,2.4215,4062.86,1087.41,1103.59,215.092,25.7591,156.4,179.955,85.1558,0.313716,0.419113,141.72,train
2610,1.02967,2.34022,1455.83,4047.82,1781.49,122.522,54.756,68.195,77.0291,61.955,0.671324,1.18843,38.2797,train
2611,0.07484,0.217139,1371.81,2615.83,691.692,173.083,7.96173,16.8966,8.50426,37.7094,0.996714,6.73731,24.428,test
2612,3.50573,0.0777087,1865.58,1839.04,562.655,212.433,51.7417,22.4867,208.995,209.091,0.979199,3.93714,39.9653,train
2613,0.220872,0.229474,2537.17,3979.02,148.388,214.453,37.7209,21.5927,175.921,61.3691,0.218023,0.264795,145.515,test
2614,0.129483,0.176546,3317.5,2211.62,14454.6,197.088,22.2339,68.0514,38.666,196.523,0.996769,37.0202,4.70794,test
2615,0.306414,0.0555209,2757.86,1162.02,8883.95,147.743,13.0927,8.68715,137.463,147.743,1,137.701,0.977848,test
2616,0.436648,0.114093,1613.17,1793.66,3138.3,246.284,50.8234,39.9994,189.498,246.281,0.999987,15.3354,12.7456,train
2617,0.0582969,1.26791,1079.76,3968.81,139.452,266.717,26.3312,13.453,52.997,29.0046,0.889071,2.21539,96.4704,train
2618,0.158353,0.0943506,2960.22,3526.73,161.727,140.424,57.4754,9.466,120.23,85.9233,0.342959,0.486034,58.5307,train
2619,1.64739,0.28611,3917.31,3730.17,6316.18,163.944,17.3031,155.565,139.838,163.067,0.994019,5.91824,24.6297,train
2620,1.52231,0.0618427,2966.83,1864.81,214.466,183.642,50.7423,12.8775,180.791,162.405,0.840206,1.85967,60.0446,train
2621,0.0627785,0.988148,1073.51,2959.96,115.021,287.724,47.0035,13.2186,91.5842,51.5228,0.814803,1.70671,114.923,test
2622,0.111272,0.0657511,3971.12,1657.07,13289,118.778,47.6864,7.74569,101.249,118.778,1,121.969,0.582866,train
2623,0.557843,0.902239,2974.31,4180.08,8924.63,96.7955,19.6749,124.357,21.8456,52.6484,0.971854,5.37887,13.9341,train
2624,0.28904,4.95806,4191.73,1490.83,727.254,237.237,56.7195,95.8107,158.158,69.6815,0.43807,0.600254,131.743,train
2625,0.297203,0.149052,2014.52,1087.49,972.273,207.58,38.6632,27.1277,162.27,206.023,0.990782,5.99827,27.9013,train
2626,0.201581,4.99532,2689.26,3828.09,7177.03,144.804,18.7766,68.3195,18.777,22.3494,0.999997,13.2392,9.51918,train
2627,0.121671,1.6568,3555.35,3034.61,976.791,263.885,45.9619,83.2088,71.5313,62.5118,0.882668,2.25804,85.1859,train
2628,0.0882185,0.611623,3513.22,1036.91,6105.16,155.858,52.344,32.0815,52.3462,102.93,0.999978,19.6985,5.25481,test
2629,1.58908,4.02985,4064.32,2614.3,180.618,162.397,15.5874,25.9312,158.382,18.0488,0.0273486,0.0279657,143.57,train
2630,1.3091,0.0927572,3259.49,1651.11,10245,112.458,35.3179,11.8142,109.689,112.458,1,66.8944,1.15316,train
2631,3.70755,0.115509,1131.08,2251.95,2130.3,246.628,6.41272,62.4578,231.735,246.525,0.999567,8.1897,29.3188,train
2632,0.0513047,3.36324,3633.56,1208.66,919.173,256.051,40.4269,39.849,42.2904,50.2299,0.991358,4.93069,43.3532,train
2633,1.50008,3.4237,1339.38,3307.49,5613.74,226.392,58.7079,308.571,72.8117,85.9575,0.91589,2.79404,54.9672,train
2634,0.495528,2.25634,1827.92,2984.36,1038.05,134.103,47.21,52.1157,76.5669,54.9495,0.66215,1.14602,50.2054,train
2635,4.95873,0.254559,2580.57,1656.25,372.596,181.831,10.5987,42.0691,178.544,110.38,0.582725,0.883741,112.908,train
2636,3.09399,0.606743,4035.95,1129.76,2476.29,180.456,13.93,110.593,171.599,175.268,0.968848,3.61254,44.6606,train
2637,0.0894143,0.56837,2804.87,2730.54,297.975,148.445,46.3937,17.1664,79.9973,57.4549,0.670719,1.18812,57.6102,test
2638,0.327625,0.129238,1457.52,2694.1,197.587,202.766,54.8897,19.5755,161.772,111.112,0.380198,0.567483,99.0731,train
2639,0.391481,0.180143,1253.95,3239.93,261.643,271.604,31.107,42.1961,185.647,103.404,0.357415,0.53299,161.273,train
2640,2.553,2.74657,1186.46,3258.07,115.784,82.9234,48.9551,3.83467,81.6574,49.3837,0.0372692,0.0382246,33.1192,train
2641,0.691858,1.66411,1201.51,2900.67,117.32,119.668,37.0591,8.94181,108.911,38.9115,0.130214,0.141133,76.2173,train
2642,0.730605,0.198688,1147.84,3245.87,681.177,265.035,39.9558,79.0631,170.757,162.55,0.54467,1.05622,116.068,train
2643,0.805253,0.0926633,2593.26,1702.54,438.237,105.766,40.7905,9.51974,101.207,101.133,0.928689,2.77782,21.7228,test
2644,0.832815,0.0768836,1885.28,4059.59,2023.63,282.636,43.8992,74.182,235.389,281.574,0.995552,6.48358,36.6579,train
2645,4.15127,0.0742325,1755.79,1141.63,17425.3,181.271,21.5652,13.5345,179.414,181.271,1,205.617,0.776715,train
2646,0.983453,0.610388,1776.65,2738.55,13820.1,267.747,21.8906,373.408,54.0355,245.277,0.908606,8.26766,27.0193,test
2647,0.164395,0.165374,3531.66,1584.09,705.223,221.381,27.2726,43.7494,146.027,194.277,0.860365,2.69204,62.0363,train
2648,0.850517,0.105207,1064.39,3834.89,9965.71,225.31,58.644,67.2422,151.032,225.309,0.999999,24.7009,6.74735,train
2649,2.83899,0.538434,3386.23,2642.5,1875.77,162.088,35.3787,127.803,148.794,125.203,0.708897,1.31836,68.1334,train
2650,0.757934,0.411504,1352.79,1242.87,314.888,148.615,10.8224,29.5302,119.814,68.5611,0.419026,0.615683,93.7799,train
2651,1.08682,2.48067,3738.76,1820.42,9036.25,292.203,57.1836,681.425,124.504,208.079,0.713554,2.22383,75.4102,train
2652,1.09429,0.212182,2711.05,3082.47,269.869,268.1,13.4874,54.5161,249.723,96.8397,0.327369,0.412616,202.009,train
2653,2.24863,0.088333,4033.66,2179.41,953.724,257.245,55.6237,38.5172,252.999,255.698,0.992328,4.95405,40.3861,train
2654,0.399902,0.0648918,2744.95,2353.18,132.446,260.721,23.3599,20.4134,242.125,157.041,0.563198,0.867345,154.127,train
2655,0.0637942,2.43427,1129.27,3445.62,1773.64,197.682,47.4842,10.8204,47.4842,48.7743,1,24.6198,6.10069,train
2656,0.0728141,3.94996,3061.07,2176.51,1274.9,201.336,50.2675,33.5466,50.8274,54.1695,0.996294,5.71989,26.3132,train
2657,0.129767,0.113944,2951.23,1298.68,343.788,196.774,9.36656,23.2229,136.135,166.302,0.837404,2.32325,67.55,train
2658,0.135708,0.358989,1395.23,3173.13,236.332,173.678,45.1021,16.7283,85.3293,59.7873,0.687131,1.24816,70.7828,train
2659,0.187114,1.0568,1694.14,3760.33,13307.8,289.883,33.0172,81.4258,33.0172,53.5072,1,41.9808,6.11864,train
2660,2.72478,0.840078,1560.01,3647.88,232.318,175.099,25.6881,32.5842,167.434,36.3209,0.0711644,0.0758092,140.257,train
2661,0.45307,2.03189,1880.86,3117.85,2783.4,160.663,6.20339,124.826,14.1801,25.9072,0.948357,3.26629,44.8467,train
2662,0.0696442,1.93791,2362.75,2786.37,10085.7,240.307,51.5067,31.0676,51.5067,57.2603,1,61.2916,3.08037,train
2663,0.111707,4.03947,2673.36,1074.19,884.942,295.199,27.8159,75.1201,43.6536,45.1281,0.940768,2.9633,84.8871,test
2664,3.2557,4.33367,2450.84,2004.74,336.124,136.932,51.8591,27.4843,133.487,55.0226,0.0404889,0.042125,81.7685,train
2665,4.28736,4.76265,2795.9,2969.22,2727.68,118.313,40.127,176.207,103.613,52.5874,0.18801,0.227553,64.5995,train
2666,0.483096,0.72593,2774.08,2757.75,126.92,293.086,57.7851,27.6744,272.436,71.6089,0.087761,0.0947059,218.046,train
2667,1.34789,0.171808,1760.17,2830.92,4210.32,113.724,10.057,50.38,92.4894,113.64,0.999184,8.65655,11.9658,train
2668,0.0719682,1.01042,1852.75,3276.76,7212.11,154.161,13.2329,18.7913,13.2329,18.9085,1,54.0886,2.60551,train
2669,3.53725,0.935447,2466.76,2015.01,15013.4,114.522,22.5437,173.108,94.6824,114.381,0.998477,7.96495,11.5302,train
2670,0.240061,3.51058,3027.92,2587.47,8186.65,270.787,18.3399,183.495,18.3473,38.5408,0.999971,11.2626,22.414,train
2671,4.55501,0.547575,2300.95,1466.41,6534.06,294.575,31.3095,211.287,274.415,294.442,0.999496,8.13738,32.3363,train
2672,0.694064,0.703869,2585.41,3928.41,516.636,160.592,14.6182,60.906,126.651,36.645,0.232517,0.287909,117.89,train
2673,0.0751472,0.189267,3875.3,3610.88,237.973,208.599,23.1895,27.5602,113.961,63.5163,0.510427,0.817166,115.812,train
2674,3.60619,0.514381,3835.88,1920.6,2713.28,138.696,43.7904,86.9254,132.412,131.778,0.927111,2.74645,32.037,train
2675,3.63042,1.91319,1073.92,1171.1,5822.74,274.95,29.1891,454.872,158.279,232.208,0.826083,2.59881,78.1199,train
2676,2.19636,0.960523,2645.85,2058.92,145.462,262.533,29.8687,32.2478,256.984,46.175,0.0700849,0.0735533,221.693,train
2677,1.19324,0.512691,3659.16,3972.78,774.397,221.682,44.3129,107.123,197.147,96.9065,0.296521,0.380202,138.331,test
2678,1.93622,0.144977,2379.24,1116.24,939.02,214.02,18.8279,31.4749,207.187,213.322,0.996427,5.80253,33.5189,train
2679,0.126438,0.153253,2383.12,1837.12,575.514,236.086,30.5743,39.7087,104.302,171.613,0.686282,2.04414,68.9969,train
2680,0.873791,0.103165,3779.76,1018.55,1210.21,123.706,57.3354,6.97411,121.594,123.705,0.999986,11.5171,5.76271,test
2681,4.34503,0.0601576,3443.28,4137.5,2579.29,93.758,35.1913,14.5768,92.7836,93.7558,0.999963,10.3627,5.65148,test
2682,0.0584175,4.59793,1471.02,3032.68,2482.89,226.912,50.9379,15.122,50.9379,52.0223,1,28.8933,6.09048,test
2683,4.59663,2.13627,1095.9,1269.85,1064.59,201.891,17.5854,150.397,172.035,73.026,0.300808,0.39244,141.272,train
2684,1.79018,0.157256,1063.66,4014.09,823.444,291.491,55.468,100.646,238.635,214.909,0.675532,1.30449,122.225,train
2685,1.3998,3.72914,3789.13,3145.92,540.947,243.211,26.7484,108.996,222.662,36.0392,0.0949333,0.101988,201.49,train
2686,0.209765,1.18571,1982.65,2711.59,131.102,199.002,15.661,20.2963,150.2,21.9737,0.266183,0.315233,154.813,train
2687,1.04848,0.0634097,3281.18,4020.46,121.613,95.3361,33.4296,5.91689,93.6162,56.6389,0.374909,0.477032,48.6535,train
2688,0.363849,1.53653,2567.76,1406.14,238.481,243.939,15.5211,45.9858,194.718,36.8052,0.215485,0.255257,192.828,train
2689,2.71611,0.802268,3825.67,3093.55,1118.96,271.446,24.5651,214.303,250.822,110.913,0.349756,0.450859,191.519,train
2690,3.42387,0.451636,2839.79,1522.7,7265.15,173.379,38.6067,92.6793,163.848,173.373,0.999949,10.5643,12.7567,test
2691,0.309101,0.0907559,1732.4,2501.16,2535.5,94.9353,20.4563,16.8907,63.3926,94.8664,0.999075,11.1699,6.66168,train
2692,0.181407,0.535182,2786.3,2209.21,171.685,257.561,48.9678,28.7515,200.679,73.2855,0.272695,0.339665,167.466,test
2693,0.226926,0.550136,2228.13,1017.29,287.765,195.006,6.51153,35.1786,125.431,69.3699,0.369108,0.569132,122.247,train
2694,1.00265,0.270767,3421.03,2604.37,8550.62,279.937,34.3454,173.177,229.449,279.924,0.999948,12.1255,20.2531,train
2695,0.133292,2.75646,2907.28,2230.94,768.234,152.043,46.2428,34.9448,61.8671,51.9254,0.852323,1.98245,45.4872,train
2696,0.969735,0.391467,3876.12,1895.46,390.871,123.255,37.2653,25.2668,116.533,71.3172,0.396001,0.526773,64.6423,train
2697,1.70858,0.125164,2818.15,3110.6,244.923,138.824,50.8506,15.7542,135.552,91.3148,0.45996,0.629078,64.323,train
2698,0.447759,0.288013,3453.88,1045.75,10385.5,90.0593,28.3861,18.5753,78.0481,90.0593,1,34.4815,1.78859,train
2699,0.0709359,0.265734,2132.17,1789.58,16837,133.211,44.6772,13.3905,44.6772,72.835,1,111.321,0.795302,test
2700,0.250763,0.326527,2565.55,1164.8,647.419,255.386,7.4023,67.0549,151.158,183.705,0.710942,1.70221,103.573,train
2701,0.606008,1.43251,1972.89,3308.5,212.172,117.11,54.8715,11.8689,107.182,57.3758,0.159505,0.177463,55.9402,test
2702,1.46911,0.639202,1626.71,1292.45,379.145,167.661,16.715,43.4784,149.468,69.3438,0.348659,0.45894,114.675,test
2703,0.131324,0.0849947,3635.4,4097.71,116.627,264.706,14.183,22.6448,217.274,79.2014,0.259531,0.334862,194.165,train
2704,3.00241,0.0614704,4167.92,2475.43,147.547,275.624,25.2304,23.5913,273.738,180.268,0.619175,0.969648,159.89,test
2705,0.256567,0.154271,1071.17,3036.86,928.865,170.414,14.388,37.7529,33.0448,94.9707,0.880425,3.37982,40.6441,train
2706,0.747557,0.71975,1221.04,1588.57,248.849,120.766,57.9359,12.5546,107.012,68.9162,0.218906,0.272623,50.4507,train
2707,0.972908,1.58381,3980.43,3143.48,1192.71,232.491,59.5853,161.852,190.697,92.0944,0.241717,0.307987,135.701,train
2708,0.183449,1.98409,1273.47,1206.6,3251.47,85.5339,8.13177,18.0823,8.13201,15.6849,0.999997,13.918,5.56127,train
2709,0.29876,1.09915,4155.15,3162.37,842.471,154.23,23.3813,74.6693,94.0801,44.8632,0.459689,0.67865,88.6313,train
2710,0.103895,0.0553916,1180.37,2355.62,8775.17,211.74,5.23315,25.3041,5.4033,199.162,0.999176,71.5554,2.8836,test
2711,0.779906,0.39964,3363.19,1708.46,552.767,280.678,14.1517,95.6744,244.202,154.279,0.525753,0.809595,173.083,train
2712,2.19587,0.352915,1139.26,1221.64,936.973,261.839,24.0386,88.0673,226.635,228.307,0.858993,2.17327,93.9913,train
2713,0.236452,0.0560457,2797.04,1640.04,232.83,208.786,51.5873,13.0219,189.097,193.257,0.901217,2.53306,55.9285,train
2714,0.067551,1.05565,4116.19,2940.89,914.132,297.187,6.14772,77.2145,19.4903,31.0192,0.954156,3.28762,84.4675,train
2715,1.94298,0.0822105,1904.7,2360.04,636.801,231.789,32.6131,37.0071,221.789,223.352,0.957642,3.28215,58.1141,train
2716,0.0767373,0.120492,3066.92,2382.32,308.105,223.3,54.6941,23.6573,122.78,137.109,0.596187,1.30915,76.7831,train
2717,0.160285,3.70709,1387.21,2953.24,7313.98,99.9532,33.5834,14.7572,33.5834,34.9313,1,32.8943,2.01767,test
2718,0.0587682,0.103706,3816,3614.54,6146.26,105.55,23.2953,18.4463,23.2959,72.5053,0.999993,27.4069,3.00122,test
2719,0.0803812,0.052576,1220.12,1772.9,1010.08,126.604,22.8253,9.0431,34.3976,119.842,0.934841,10.8364,8.95286,test
2720,0.14516,1.35004,3880.25,2590.03,4226.45,140.515,23.563,65.772,23.7441,42.373,0.998451,7.5036,15.562,train
2721,1.17074,2.05509,2250.79,3385.62,4821.08,145.896,10.4501,275.916,41.1882,50.1059,0.77306,1.82957,57.2311,train
2722,0.223948,0.563703,2026.57,2079.13,12868.3,110.37,57.6302,23.936,57.6302,78.0531,1,28.3538,1.86007,train
2723,1.29487,0.185275,1894.29,3482.85,108.972,129.307,17.792,10.9681,124.835,34.7894,0.152422,0.168875,100.65,test
2724,4.45459,0.233344,2248.57,2305.34,2369.01,154.699,57.2335,51.661,149.542,153.269,0.985327,4.40389,21.807,train
2725,2.38675,0.14717,2905.27,3026.47,810.754,198.932,20.732,65.6879,189.459,168.211,0.827605,1.82026,81.0208,train
2726,0.272521,0.914305,2363.75,2284.33,2987.65,119.158,18.5107,62.9974,21.3624,48.6736,0.971667,4.63797,21.0859,train
2727,0.085945,0.063176,3752.42,2779.41,181.241,235.045,47.9206,18.6813,177.119,154.311,0.568554,1.03217,103.074,train
2728,0.154704,0.0780541,3846.03,1042.23,10173.2,281.452,22.1786,21.092,246.003,281.452,1,125.055,2.07328,train
2729,0.377234,0.77632,1329.87,2958.6,700.515,290.499,17.0327,98.3396,94.4752,59.8482,0.716812,1.39636,140.382,train
2730,1.57159,0.0971554,1644.21,3290.61,9667.43,220.841,21.6052,63.6959,196.191,220.841,1,30.239,6.58871,test
2731,0.239279,0.152781,3618.86,3106.46,4049.75,204.57,43.61,75.6543,117.201,203.013,0.990329,8.53278,18.6813,test
2732,2.41402,1.54057,2432.49,1499.29,184.716,115.767,50.0541,11.4955,113.809,55.0311,0.0757378,0.0799724,62.2335,train
2733,0.649581,0.0785562,1679.91,1127.57,2872.37,249.201,55.8404,17.1273,233.506,249.201,1,32.4279,5.96278,test
2734,0.105985,0.338051,3764.25,3487.05,652.462,149.114,28.9977,35.7834,59.4209,59.3534,0.74672,1.63544,54.8436,train
2735,4.66278,4.25686,3349.42,1778.08,1473.77,285.325,15.6146,347.039,263.104,61.4643,0.169996,0.19471,235.478,test
2736,0.924968,0.377486,2257.48,2843.62,8403.01,231.628,55.9875,186.472,142.325,229.704,0.989047,7.82821,22.191,test
2737,2.12633,0.581133,3468.76,1054.22,1685.68,272.33,33.204,135.65,253.939,254.622,0.925947,2.75149,80.472,test
2738,0.109881,0.210988,2127.42,2393.31,6306.43,206.811,55.5642,35.3559,55.5643,125.581,1,26.978,5.60632,train
2739,0.432967,0.177254,2749.99,1532.45,331.314,142.999,38.0148,19.0927,126.964,108.304,0.669517,1.21971,57.6273,train
2740,0.13627,1.16153,2493.69,1508.71,2583.87,211.316,51.3023,54.2795,51.5834,82.2765,0.998244,7.60378,21.0071,train
2741,0.571604,1.14338,2494.96,1117.38,2812.33,202.594,19.2888,166.779,85.6495,149.831,0.712156,2.20129,59.3025,train
2742,0.997477,1.47104,3850.07,3496.65,155.989,261.456,21.4109,36.1613,252.04,28.4411,0.0392265,0.0406183,231.82,train
2743,1.79971,0.0725477,3914.16,4023.87,8334.88,118.231,21.2073,28.3233,114.21,118.231,1,28.5517,3.39816,train
2744,0.272774,0.0788225,3972.47,1436.63,428.315,151.23,17.5706,14.6756,137.687,147.17,0.96962,3.78241,34.2636,train
2745,3.48343,0.220672,1060.36,3638.77,640.551,114.789,44.7432,29.5603,106.786,81.5567,0.525564,0.797723,46.1483,train
2746,0.448824,0.102328,3002.07,3605.04,228.489,170.836,57.1613,18.4041,157.177,107.051,0.43888,0.619384,80.5467,train
2747,0.0964296,1.58012,4178.66,1945.19,1754.56,88.9664,7.01402,32.3678,8.63839,17.5449,0.980179,4.35432,18.4479,train
2748,0.269839,0.116445,1628.27,1613.89,1347.53,289.444,19.7983,50.1921,175.208,286.878,0.990481,7.17041,37.2474,train
2749,0.872732,1.04785,1832.48,4060.83,3918.06,218.526,38.8573,245.022,65.3161,96.44,0.852736,2.44992,62.5366,test
2750,0.168952,0.617447,3138.45,1319.38,421.286,229.033,18.8229,53.277,128.557,84.2215,0.477978,0.794507,126.463,train
2751,0.807002,0.0500387,1799.52,2905.28,255.439,174.149,5.04292,19.9369,160.42,142.183,0.810972,1.75709,78.0498,train
2752,0.32869,2.04667,2087.33,1344.3,3369.94,107.079,40.9413,44.5172,42.1926,57.1215,0.981081,4.91185,13.2101,train
2753,0.657242,0.251991,2235.15,2722.9,155.016,215.173,49.2619,22.0398,200.171,81.383,0.193604,0.225922,142.178,test
2754,0.637899,0.370081,1458.47,1994.98,413.234,274.686,24.5294,68.7756,200.762,117.683,0.372381,0.559706,166.433,train
2755,1.39367,0.480162,2380.64,4066.76,246.252,125.66,14.2746,24.9265,118.147,27.0397,0.114603,0.126108,101.223,train
2756,0.371454,4.36439,3758.79,3217.13,10809,182.064,10.7226,239.028,10.8673,27.7464,0.999155,7.74162,22.1139,train
2757,0.397883,0.329296,3817.53,2455.16,3724.68,111.635,46.4367,49.6653,78.9375,107.868,0.942216,4.60705,13.3341,test
2758,0.13058,0.503558,2069.38,4175.13,765.217,230.455,15.0081,53.8698,31.0986,40.6309,0.925316,2.83184,70.3981,train
2759,3.20713,0.621466,2180.7,2799.89,5582.1,83.368,58.5862,40.1449,77.6279,81.6575,0.93098,3.20804,7.19172,train
2760,0.79756,0.396868,2442,2634.76,1913.38,239.133,47.5122,148.723,162.772,189.742,0.742249,1.82984,77.7283,train
2761,1.60629,0.155848,1062.04,2034.46,403.025,159.256,24.4208,29.5117,141.956,117.498,0.690304,1.2711,73.2254,train
2762,0.311293,0.421271,2691.25,2824.89,342.587,197.983,29.7925,42.6934,147.022,65.668,0.302995,0.40893,124.62,train
2763,0.194558,2.77819,2600.54,3343.53,1099.75,270.252,52.1106,96.9116,78.711,62.5436,0.878059,2.17361,88.1215,test
2764,0.522266,1.56921,1413.09,3646.82,992.77,222.614,59.8,86.3808,105.568,74.8946,0.718891,1.3452,87.0098,train
2765,2.90272,0.381955,1819.12,3433.89,127.282,130.338,12.6177,14.122,127.663,23.3848,0.0914634,0.0970443,110.95,train
